iucn_2021_binomial,Species,China_Red_List,IUCN_Red_List,Body_size_mm,Clutch_size_n,Trophic_level,Habitat_specificity,Geographic_range_size_km2,Dispersal_ratio_dp,Nest_type,Nest_site,Flocking_tendency,Migrant_status,Hunting_vulnerability
Pitta_nympha,Pitta_nympha,1,1,191.15,5,5,1,185,30.97,1,5,0,2,1
Mirafra_javanica,Mirafra_javanica,1,0,135,3,1,1,21.75,16,1,5,0,2,0
Melanocorypha_calandra,Melanocorypha_calandra,1,0,193,2.5,1,1,166,35.19,1,5,0,2,0
Melanocorypha_bimaculata,Melanocorypha_bimaculata,0,0,192.5,2.5,1,1,166,31.11,1,5,0,2,0
Melanocorypha_maxima,Melanocorypha_maxima,0,0,111,1.5,1,1,270.22,31.96,1,5,1,2,0
Melanocorypha_mongolica,Melanocorypha_mongolica,1,0,185,2,1,3,328.31,33.21,1,5,0,2,2
Alauda_leucoptera,Melanocorypha_leucoptera,0,0,186.75,5,1,1,166,31.12,1,5,0,2,0
Melanocorypha_yeltoniensis,Melanocorypha_yeltoniensis,0,0,199.5,2.5,1,1,166,31.58,1,5,0,2,0
Calandrella_brachydactyla,Calandrella_brachydactyla,0,0,151,2,1,1,769.01,31.65,1,5,0,1,0
Calandrella_acutirostris,Calandrella_acutirostris,0,0,126.5,1,1,1,572.8,31.53,1,5,0,1,0
Alaudala_rufescens,Calandrella_cheleensis,0,0,155.15,2,1,3,723.19,30.21,1,5,0,2,0
Galerida_cristata,Galerida_cristata,0,0,169,2,1,5,707.71,30.12,1,5,0,0,1
Alauda_arvensis,Alauda_arvensis,0,0,173.75,2,1,2,631.01,33.72,1,5,0,0,1
Alauda_gulgula,Alauda_gulgula,0,0,155.15,2,1,1,690.86,31.16,1,5,0,1,1
Eremophila_alpestris,Eremophila_alpestris,0,0,168,3.5,1,1,693.67,31.81,1,5,2,2,0
Riparia_riparia,Riparia_riparia,0,0,118.15,5,5,6,611.99,21.8,0,1,1,2,0
Riparia_chinensis,Riparia_paludicola,0,0,110,3,5,3,21.73,22.31,0,1,1,2,0
Ptyonoprogne_rupestris,Hirundo_rupestris,0,0,128,2,5,1,685.37,29.5,0,1,1,2,0
Ptyonoprogne_concolor,Hirundo_concolor,1,0,117.5,3,5,1,111.17,25.08,0,1,1,2,0
Hirundo_rustica,Hirundo_rustica,0,0,161.5,2.5,5,3,961.58,21.55,0,1,1,0,0
Hirundo_tahitica,Hirundo_tahitica,0,0,137.5,2.5,5,8,3.61,23.83,0,1,1,1,0
Cecropis_daurica,Hirundo_daurica,0,0,177.5,5,5,3,950.8,21.1,0,1,2,0,0
Delichon_urbicum,Delichon_urbicum,0,0,135.15,5,5,7,651.3,20.23,0,1,1,0,0
Delichon_dasypus,Delichon_dasypus,0,0,113,3,5,1,580.38,21.63,0,1,1,0,0
Delichon_nipalense,Delichon_nipalense,0,0,110.5,2,5,3,159.11,38.62,0,1,1,0,0
Dendronanthus_indicus,Dendronanthus_indicus,0,0,159.5,5,5,5,821.36,19.99,1,5,1,0,0
Motacilla_alba,Motacilla_alba,0,0,175.75,5.5,5,2,961.58,31.76,1,5,1,0,1
Motacilla_grandis,Motacilla_grandis,0,0,186.75,5,5,3,63.79,31.53,1,5,1,0,0
Motacilla_citreola,Motacilla_citreola,0,0,167.5,2.5,5,1,877.51,30.17,1,5,1,1,0
Motacilla_flava,Motacilla_flava,0,0,166,5,5,8,910.76,19.36,1,5,2,0,0
Motacilla_cinerea,Motacilla_cinerea,0,0,179.15,5,5,1,961.58,30.76,1,5,2,1,1
Anthus_rufulus,Anthus_rufulus,0,0,175.15,2,5,3,119.12,17.51,1,5,1,0,0
Anthus_richardi,Anthus_richardi,0,0,175.15,5,5,11,838.72,17.51,1,5,1,0,0
Anthus_campestris,Anthus_campestris,0,0,165.5,5,5,2,166,19.56,1,5,0,0,0
Anthus_godlewskii,Anthus_godlewskii,0,0,166.5,3.5,5,2,687.13,30.92,1,5,1,0,0
Anthus_trivialis,Anthus_trivialis,0,0,128.5,2.5,5,6,255.21,19.5,1,5,1,0,0
Anthus_hodgsoni,Anthus_hodgsoni,0,0,152,5,5,2,961.58,19.85,1,5,1,0,0
Anthus_gustavi,Anthus_gustavi,0,0,150.15,5,5,7,200.31,30.05,1,5,1,0,0
Anthus_pratensis,Anthus_pratensis,0,0,152.5,5,5,9,116.17,30.77,1,5,1,1,0
Anthus_cervinus,Anthus_cervinus,0,0,150.75,5,5,6,766.05,19.52,1,5,1,0,0
Anthus_roseatus,Anthus_roseatus,0,0,153.75,2,5,8,619.35,19.75,1,5,1,0,0
Anthus_spinoletta,Anthus_spinoletta,0,0,161,5,5,3,575.11,31.21,1,5,2,0,0
Anthus_rubescens,Anthus_rubescens,0,0,152,5,5,3,766.05,19.85,1,5,1,1,0
Anthus_sylvanus,Anthus_sylvanus,0,0,152,2,5,7,155.83,17.38,1,5,0,0,0
Coracina_javensis,Coracina_macei,0,0,193.5,1,1,1,132.51,37.1,1,1,0,0,0
Lalage_melaschistos,Coracina_melaschistos,0,0,116,3,1,3,270.56,32.22,1,1,1,0,0
Pericrocotus_roseus,Pericrocotus_roseus,0,0,186.15,3.5,1,1,157.21,31.82,1,1,1,0,0
Pericrocotus_cantonensis,Pericrocotus_cantonensis,0,0,181.5,2,1,1,311.91,31.08,1,1,1,0,0
Pericrocotus_divaricatus,Pericrocotus_divaricatus,0,0,193.15,2.5,5,3,530.21,31.61,1,1,0,0,0
Pericrocotus_ethologus,Pericrocotus_ethologus,0,0,187.15,3,5,3,266.27,32.31,1,1,2,2,0
Pericrocotus_brevirostris,Pericrocotus_brevirostris,0,0,179.5,3,5,1,170.61,31.13,1,1,1,2,0
Pericrocotus_flammeus,Pericrocotus_flammeus,0,0,101,3,5,3,181.95,31.12,1,1,0,2,1
Pericrocotus_solaris,Pericrocotus_solaris,0,0,177.75,3.5,5,1,152.18,31.51,1,1,0,1,1
Spizixos_canifrons,Spizixos_canifrons,0,0,100.15,3,1,1,111.17,16.68,1,3,0,2,0
Spizixos_semitorques,Spizixos_semitorques,0,0,191.75,3.5,1,3,333.81,15.77,1,1,0,2,0
Alcurus_striatus,Pycnonotus_striatus,0,0,116,3,3,1,100.51,18.51,1,3,0,2,0
Brachypodius_atriceps,Pycnonotus_atriceps,0,0,180.5,1,1,3,39,15.29,1,1,0,0,0
Rubigula_flaviventris,Pycnonotus_melanicterus,0,0,190.15,3,1,1,61.67,16.5,1,3,0,1,0
Pycnonotus_taivanus,Pycnonotus_taivanus,1,1,179.1,3.5,1,1,3.61,17.23,1,3,0,1,0
Pycnonotus_leucogenys,Pycnonotus_leucogenys,0,0,165,2.5,1,1,110.11,19.27,1,1,0,2,0
Pycnonotus_jocosus,Pycnonotus_jocosus,0,0,193.15,3,1,7,181.95,17.01,1,3,0,2,1
Pycnonotus_xanthorrhous,Pycnonotus_xanthorrhous,0,0,192,3.5,1,6,260.68,17.01,1,3,0,1,0
Pycnonotus_sinensis,Pycnonotus_sinensis,0,0,186.75,2,1,6,285.38,16.78,1,1,1,0,1
Pycnonotus_cafer,Pycnonotus_cafer,0,0,111.75,3,1,8,103.28,17.99,1,3,0,2,0
Pycnonotus_aurigaster,Pycnonotus_aurigaster,0,0,110,1.5,1,1,100.78,17.27,1,3,0,1,0
Pycnonotus_finlaysoni,Pycnonotus_finlaysoni,0,0,190,1.5,1,1,39,12.65,1,3,0,1,0
Pycnonotus_flavescens,Pycnonotus_flavescens,1,0,101,3,1,1,39,16.39,1,3,0,2,0
Alophoixus_flaveolus,Alophoixus_flaveolus,0,0,112.5,3,1,1,159.11,16.25,1,1,1,1,0
Alophoixus_pallidus,Alophoixus_pallidus,0,0,115.75,3,1,1,83.83,18.01,1,3,0,1,1
Iole_propinqua,Iole_propinqua,0,0,190,3.5,1,3,61.67,18.63,1,1,0,2,0
Hypsipetes_amaurotis,Ixos_amaurotis,0,0,171.5,2.5,1,6,116.16,31.53,1,1,0,0,0
Hemixos_flavala,Hemixos_flavala,0,0,106.15,3,1,2,159.11,30.17,1,3,0,1,0
Hemixos_castanonotus,Hemixos_castanonotus,0,0,106.5,2,1,2,151.83,19.21,1,1,0,2,1
Ixos_mcclellandii,Hypsipetes_mcclellandii,0,0,111.15,3,1,9,207.95,31.19,1,1,0,0,1
Hypsipetes_leucocephalus,Hypsipetes_leucocephalus,0,0,120,3,1,3,211.58,31.6,1,1,0,0,1
Aegithina_tiphia,Aegithina_tiphia,0,0,139.5,3,1,1,39,16.17,1,3,1,0,0
Aegithina_lafresnayei,Aegithina_lafresnayei,0,0,158,1,1,1,39,15.71,1,3,1,0,0
Chloropsis_moluccensis,Chloropsis_cochinchinensis,0,0,166.15,1.5,1,1,39,16.75,1,1,1,0,0
Chloropsis_aurifrons,Chloropsis_aurifrons,1,0,178.75,1.5,1,1,39,19.3,1,1,1,0,0
Chloropsis_hardwickii,Chloropsis_hardwickii,0,0,180.15,3,1,1,180.36,18.73,1,1,1,0,1
Irena_puella,Irena_puella,1,0,158.15,1.5,1,1,159.11,30.56,1,3,1,0,0
Bombycilla_garrulus,Bombycilla_garrulus,0,0,191.75,5,1,3,632.71,19.93,1,1,0,0,1
Bombycilla_japonica,Bombycilla_japonica,0,1,180,3,1,3,371.89,30.55,1,1,1,0,0
Lanius_tigrinus,Lanius_tigrinus,0,0,170.75,5.5,5,8,713.37,19.77,1,1,1,0,0
Lanius_bucephalus,Lanius_bucephalus,0,0,102.75,5,5,3,213.92,15.26,1,1,1,2,0
Lanius_collurio,Lanius_collurio,0,0,191.5,5.5,5,1,166,18.16,1,1,1,2,0
Lanius_isabellinus,Lanius_isabellinus,0,0,176,5.5,5,6,253.18,18.63,1,1,1,1,0
Lanius_cristatus,Lanius_cristatus,0,0,189.15,6,5,11,669.71,17.18,1,1,1,0,1
Lanius_collurioides,Lanius_collurioides,1,0,190.5,2.5,5,2,118.28,18.07,1,1,0,0,0
Lanius_schach,Lanius_schach,0,0,128.5,2.5,5,8,650.92,12.59,1,1,2,2,1
Lanius_tephronotus,Lanius_tephronotus,0,0,113.15,5,5,2,673.18,16.77,1,1,2,1,0
Lanius_excubitor,Lanius_excubitor,0,0,123.5,5.5,5,1,227.9,18.51,1,1,1,2,0
Lanius_minor,Lanius_minor,0,0,111.15,5.5,5,1,166,31.16,1,1,1,2,0
Lanius_sphenocercus,Lanius_sphenocercus,0,0,181.75,6,5,2,702.2,18.1,1,1,0,0,0
Tephrodornis_virgatus,Tephrodornis_gularis,0,0,108.5,3,5,1,112.1,32.19,1,3,1,0,0
Oriolus_oriolus,Oriolus_oriolus,0,0,122.5,2,1,1,186.11,35.78,1,1,1,0,0
Oriolus_chinensis,Oriolus_chinensis,0,0,123,2,1,2,606.69,32.96,1,1,1,0,1
Oriolus_traillii,Oriolus_traillii,1,0,153.75,1.5,1,1,107.67,31.29,1,1,1,1,0
Oriolus_mellianus,Oriolus_mellianus,3,3,126.15,3.5,1,1,168.02,32.35,1,1,1,0,0
Dicrurus_macrocercus,Dicrurus_macrocercus,0,0,165.75,3.5,5,5,716.91,38.01,1,1,1,0,1
Dicrurus_leucophaeus,Dicrurus_leucophaeus,0,0,175.15,3.5,5,3,291.72,38.01,1,1,1,0,1
Dicrurus_annectens,Dicrurus_annectens,0,0,152.75,3.5,5,1,82.18,37.81,1,1,0,0,0
Dicrurus_aeneus,Dicrurus_aeneus,0,0,111.15,3.5,5,1,115.62,20.62,1,1,1,0,1
Dicrurus_hottentottus,Dicrurus_hottentottus,0,0,306.75,3.5,5,1,573.88,38.11,1,1,0,0,0
Dicrurus_remifer,Dicrurus_remifer,1,0,511,3.5,5,1,61.67,38.03,1,1,1,0,0
Dicrurus_paradiseus,Dicrurus_paradiseus,1,0,516.15,3.5,5,1,21.52,36.27,1,1,1,0,2
Aplonis_panayensis,Aplonis_panayensis,0,0,100,3.5,1,2,3.61,13.37,1,1,1,0,0
Gracula_religiosa,Gracula_religiosa,1,0,171,3,1,1,82.18,17.62,0,1,0,0,2
Acridotheres_grandis,Acridotheres_grandis,0,0,126.5,5,1,1,61.67,19.28,0,1,0,0,2
Acridotheres_cristatellus,Acridotheres_cristatellus,0,0,121.15,2.5,1,1,351.76,16.87,0,1,0,0,2
Acridotheres_albocinctus,Acridotheres_albocinctus,0,0,133,5,1,1,39,16.12,0,1,0,0,2
Acridotheres_tristis,Acridotheres_tristis,0,0,150,5,1,1,199.37,18.73,0,1,0,1,2
Acridotheres_burmannicus,Sturnus_burmannicus,0,0,150,2,1,3,39,11.19,0,1,1,1,0
Saroglossa_spiloptera,Saroglossa_spiloptera,0,0,190,2.8,1,3,39,18.91,1,1,1,0,0
Gracupica_nigricollis,Sturnus_nigricollis,0,0,182,5,1,3,187.05,19.35,1,1,1,1,0
Gracupica_contra,Sturnus_contra,0,0,117.15,5,1,3,39,16.72,0,1,2,1,0
Agropsar_sturninus,Sturnus_sturninus,0,0,173.5,5,1,8,606.69,17.53,0,1,1,1,0
Agropsar_philippensis,Sturnus_philippensis,0,0,181,5,1,1,72.13,19.02,0,1,2,1,0
Sturnia_sinensis,Sturnus_sinensis,0,0,183.15,2.5,1,1,133.52,18.13,0,1,2,1,0
Sturnia_malabarica,Sturnus_malabaricus,0,0,187,2,1,2,129.11,18.86,0,1,1,0,0
Sturnia_pagodarum,Sturnus_pagodarum,0,0,101.5,2,1,7,159.11,19.03,0,1,0,1,0
Pastor_roseus,Sturnus_roseus,0,0,115.5,5,1,2,335.11,30.57,0,5,0,1,0
Spodiopsar_sericeus,Sturnus_sericeus,0,0,115,6.3,1,8,158.15,18.26,0,1,0,0,1
Spodiopsar_cineraceus,Sturnus_cineraceus,0,0,116,6,1,11,821.36,19.12,0,1,0,0,1
Sturnus_vulgaris,Sturnus_vulgaris,0,0,109.5,5,1,3,709.23,30.16,0,1,0,1,0
Artamus_fuscus,Artamus_fuscus,0,0,173.15,1,5,1,82.18,35.68,0,3,1,1,0
Perisoreus_infaustus,Perisoreus_infaustus,1,0,188,3.5,1,1,331.6,33.19,1,1,1,1,0
Perisoreus_internigrans,Perisoreus_internigrans,1,1,199.5,3,1,1,183.86,35.76,1,1,1,0,0
Garrulus_glandarius,Garrulus_glandarius,0,0,317.5,6.5,1,5,912.61,33.83,1,1,1,0,0
Cyanopica_cyanus,Cyanopica_cyanus,0,0,362.75,6.5,1,11,571.7,35.15,1,1,0,2,1
Urocissa_caerulea,Urocissa_caerulea,0,0,585,5.5,1,1,3.61,31.11,1,1,1,1,0
Urocissa_flavirostris,Urocissa_flavirostris,0,0,575,5.5,1,1,159.11,32.26,1,1,1,2,0
Urocissa_erythroryncha,Urocissa_erythrorhyncha,0,0,580.75,2.5,1,1,535.82,32.17,1,1,0,0,1
Urocissa_whiteheadi,Urocissa_whiteheadi,1,0,265.75,5.3,1,1,112.81,33.33,1,1,1,0,0
Cissa_hypoleuca,Cissa_hypoleuca,1,0,310.5,5.3,1,1,75.81,17.31,1,1,0,0,1
Cissa_chinensis,Cissa_chinensis,1,0,362,2.5,5,5,181.89,19.19,1,1,0,0,0
Dendrocitta_vagabunda,Dendrocitta_vagabunda,0,0,207.5,2.5,1,3,39,31.5,1,3,0,0,0
Dendrocitta_formosae,Dendrocitta_formosae,0,0,353,2,1,1,137.61,30.8,1,3,0,0,1
Dendrocitta_frontalis,Dendrocitta_frontalis,0,0,321.5,3.5,1,2,159.11,19.51,1,1,0,1,0
Crypsirina_temia,Temnurus_temnurus,1,0,317.15,1,5,1,21.52,31.05,1,1,0,2,0
Pica_pica,Pica_pica,0,0,211.5,6.5,1,11,961.58,33.39,1,1,0,1,0
Podoces_hendersoni,Podoces_hendersoni,1,0,183,1,1,1,205.98,18.71,1,3,0,2,2
Podoces_biddulphi,Podoces_biddulphi,1,1,187,1,1,1,111.37,19.13,1,1,0,2,2
Nucifraga_caryocatactes,Nucifraga_caryocatactes,0,0,318,3.5,1,1,710.65,32.6,1,1,0,2,0
Pyrrhocorax_pyrrhocorax,Pyrrhocorax_pyrrhocorax,0,0,205.5,2.5,1,7,717.87,21.97,1,1,0,2,0
Pyrrhocorax_graculus,Pyrrhocorax_graculus,0,0,362.5,3.5,1,6,613.8,23.13,0,1,0,0,0
Corvus_monedula,Corvus_monedula,0,0,333.75,5.5,1,2,186.11,20.15,1,1,1,2,0
Corvus_dauuricus,Corvus_dauuricus,0,0,312,5.5,1,12,959.02,38.61,0,1,0,2,0
Corvus_splendens,Corvus_splendens,0,0,205.5,2.5,1,5,161.85,38.91,1,1,0,2,0
Corvus_frugilegus,Corvus_frugilegus,0,0,260,5.5,1,1,785.63,21.02,1,1,0,2,0
Corvus_corone,Corvus_corone,0,0,279.5,2.5,1,2,752.37,21.62,1,1,1,2,0
Corvus_macrorhynchos,Corvus_macrorhynchos,0,0,290,2,1,15,796.58,39.61,1,1,0,1,0
Corvus_pectoralis,Corvus_torquatus,1,1,280.5,5,1,3,519.11,20.67,1,1,0,0,0
Corvus_corax,Corvus_corax,0,0,652.5,5,1,11,679.98,25.28,1,1,0,0,0
Cinclus_cinclus,Cinclus_cinclus,0,0,178,5,5,2,288.86,11.38,1,5,0,0,0
Cinclus_pallasii,Cinclus_pallasii,0,0,111,2.5,5,1,959.02,11.91,1,5,0,0,0
Troglodytes_troglodytes,Troglodytes_troglodytes,0,0,97.5,5,5,2,893.22,13.58,1,1,0,2,0
Prunella_collaris,Prunella_collaris,0,0,172.15,2,1,5,771.23,19.52,1,5,0,2,0
Prunella_himalayana,Prunella_himalayana,0,0,159.75,5,1,3,166,18.23,1,5,0,2,0
Prunella_rubeculoides,Prunella_rubeculoides,0,0,156.5,2.5,1,7,311.86,15.91,1,3,0,2,0
Prunella_strophiata,Prunella_strophiata,0,0,120.75,2.5,1,9,379.65,12.28,1,3,1,2,0
Prunella_montanella,Prunella_montanella,0,0,126.15,5,1,10,638.91,17.91,1,3,0,0,0
Prunella_fulvescens,Prunella_fulvescens,0,0,125.5,2.5,1,7,576.22,19.03,1,5,0,2,0
Prunella_atrogularis,Prunella_atrogularis,0,0,155,2.5,1,6,186.11,16.92,1,3,0,2,0
Prunella_koslowi,Prunella_koslowi,1,0,126,2.5,1,1,118.91,18.13,1,3,0,0,0
Prunella_immaculata,Prunella_immaculata,0,0,121.5,2,1,8,323.22,19.17,1,3,0,0,0
Brachypteryx_hyperythra,Brachypteryx_hyperythra,1,1,117.5,3.3,1,1,159.11,15.95,1,3,0,1,0
Heteroxenicus_stellatus,Brachypteryx_stellata,0,0,130,3.3,1,3,159.11,18.23,1,3,0,1,0
Brachypteryx_leucophris,Brachypteryx_leucophrys,0,0,115.15,3.5,5,3,165.07,12.23,1,1,0,0,0
Brachypteryx_sinensis,Brachypteryx_montana,0,0,131.5,3,5,1,315.28,12.36,1,1,0,0,0
Erithacus_rubecula,Erithacus_rubecula,0,0,123.15,5.5,1,1,185.92,16.72,1,5,1,0,0
Larvivora_akahige,Erithacus_akahige,0,0,136.5,5,5,2,165.73,19.98,1,5,0,0,0
Larvivora_sibilans,Luscinia_sibilans,0,0,135.5,5,5,2,528.13,18.36,0,1,0,0,0
Luscinia_megarhynchos,Luscinia_megarhynchos,0,0,188.5,5,5,1,166,30.87,1,5,0,0,0
Calliope_calliope,Luscinia_calliope,0,0,150,5,5,5,821.36,16.78,1,5,0,0,1
Calliope_pectoralis,Luscinia_pectoralis,1,0,122,2,5,3,297.1,12.16,1,5,0,0,0
Luscinia_svecica,Luscinia_svecica,0,0,121.5,5.5,5,2,959.02,17.55,1,5,0,0,1
Larvivora_ruficeps,Luscinia_ruficeps,3,3,131,2,1,1,69.18,18.67,1,3,1,0,0
Calliope_obscura,Luscinia_obscura,3,1,118.5,5,5,1,153.55,16.71,1,5,1,2,0
Calliope_pectardens,Luscinia_pectardens,1,1,138.5,2.8,5,1,136.62,17.11,1,3,0,1,0
Larvivora_brunnea,Luscinia_brunnea,0,0,131,3.5,5,3,173.77,30.86,1,5,0,0,0
Larvivora_cyane,Luscinia_cyane,0,0,118.75,5.5,5,2,716.91,18.69,1,5,0,0,1
Tarsiger_cyanurus,Tarsiger_cyanurus,0,0,136,5.5,1,9,961.58,31.6,1,5,1,1,0
Tarsiger_chrysaeus,Tarsiger_chrysaeus,0,0,116.15,3.5,1,6,370.17,17.17,1,5,0,2,0
Tarsiger_indicus,Tarsiger_indicus,0,0,123,3.5,5,6,156.81,31.68,1,1,0,0,0
Tarsiger_johnstoniae,Tarsiger_johnstoniae,0,0,133,3,1,1,3.61,19.09,1,1,0,0,0
Copsychus_saularis,Copsychus_saularis,0,0,101.5,5,5,7,262.33,17.81,0,1,0,0,1
Kittacincla_malabarica,Copsychus_malabaricus,0,0,120.5,2.5,5,1,161.76,18.28,0,1,0,2,1
Phoenicurus_alaschanicus,Phoenicurus_alaschanicus,3,1,159,2.7,5,1,196.75,31.9,1,3,0,2,0
Phoenicurus_erythronotus,Phoenicurus_erythronotus,0,0,157,2.5,5,1,166,31.67,1,5,0,2,0
Phoenicurus_coeruleocephala,Phoenicurus_caeruleocephala,0,0,138,2,5,1,166,31.68,1,5,0,1,0
Phoenicurus_ochruros,Phoenicurus_ochruros,0,0,123,5,5,6,727.81,30.32,0,3,0,1,0
Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,0,0,125,6.5,5,1,166,31.03,1,1,0,0,0
Phoenicurus_hodgsoni,Phoenicurus_hodgsoni,0,0,126,5,5,6,398.09,18.83,1,1,0,2,0
Phoenicurus_schisticeps,Phoenicurus_schisticeps,0,0,129,3.5,1,6,368.67,18.55,0,1,0,1,0
Phoenicurus_auroreus,Phoenicurus_auroreus,0,0,121.75,6.5,5,7,796.58,17.67,1,5,0,2,0
Phoenicurus_erythrogastrus,Phoenicurus_erythrogastrus,0,0,171.15,2,5,5,750.77,32.38,1,5,0,1,0
Phoenicurus_frontalis,Phoenicurus_frontalis,0,0,150.5,3.5,5,6,511.83,31.39,0,5,0,2,0
Phoenicurus_fuliginosus,Rhyacornis_fuliginosa,0,0,116,2.5,5,1,715.72,16.62,0,5,0,1,0
Phoenicurus_leucocephalus,Chaimarrornis_leucocephalus,0,0,172.5,3.5,5,1,837.71,18.87,0,5,0,2,0
Hodgsonius_phaenicuroides,Hodgsonius_phaenicuroides,0,0,168.5,3,5,6,230.71,13.27,1,3,0,2,0
Myiomela_leucurum,Cinclidium_leucurum,0,0,163.15,3.5,5,2,293.92,30.88,1,5,1,1,0
Cinclidium_frontale,Cinclidium_frontale,0,0,195,3.5,1,1,87.6,18.79,1,5,1,2,0
Grandala_coelicolor,Grandala_coelicolor,0,0,199,1,5,6,331.1,39.11,1,5,0,0,0
Enicurus_scouleri,Enicurus_scouleri,0,0,112.15,3,5,1,200.72,18.72,1,1,0,2,0
Enicurus_immaculatus,Enicurus_immaculatus,0,0,163.5,3.5,5,1,159.11,19.86,1,1,1,1,0
Enicurus_schistaceus,Enicurus_schistaceus,0,0,117.75,3.5,5,1,119.91,30.16,1,5,1,0,0
Enicurus_leschenaulti,Enicurus_leschenaulti,0,0,165.75,3,5,1,286.51,19.91,1,5,0,0,1
Enicurus_maculatus,Enicurus_maculatus,0,0,121.75,3.5,5,5,176.06,19.68,1,5,0,0,0
Cochoa_purpurea,Cochoa_purpurea,0,0,161,3,5,1,115.22,31.81,1,3,0,2,0
Cochoa_viridis,Cochoa_viridis,0,0,177,3,5,3,171.61,18.89,1,3,0,2,0
Saxicola_insignis,Saxicola_insignis,3,1,127.5,5,5,1,381.19,30.17,1,5,0,2,0
Saxicola_torquatus,Saxicola_torquatus,0,0,113.5,6.5,5,6,961.58,16,1,5,0,2,0
Saxicola_caprata,Saxicola_caprata,0,0,131.5,2,5,1,107.81,16.17,1,5,1,2,0
Saxicola_jerdoni,Saxicola_jerdoni,0,0,155,3.5,5,1,39,17.62,1,3,0,2,0
Saxicola_ferreus,Saxicola_ferreus,0,0,131.5,2.5,5,10,567.62,15.95,1,5,1,2,0
Oenanthe_oenanthe,Oenanthe_oenanthe,0,0,121,5.5,5,3,329.69,31.17,0,5,1,2,0
Oenanthe_picata,Oenanthe_picata,0,0,170,5.5,5,1,166,31.35,0,5,1,2,0
Oenanthe_pleschanka,Oenanthe_pleschanka,0,0,151.15,5,5,1,522.05,32.15,0,5,0,1,0
Oenanthe_deserti,Oenanthe_deserti,0,0,127,5,5,1,526.78,33.21,0,5,1,0,0
Oenanthe_isabellina,Oenanthe_isabellina,0,0,155.5,5.5,5,3,585.59,31.01,0,5,0,2,0
Monticola_saxatilis,Monticola_saxatilis,0,0,187,5,1,2,273.01,19.71,1,5,0,2,0
Monticola_gularis,Monticola_gularis,0,0,175.75,6,5,2,299.56,19.5,1,5,0,2,1
Monticola_rufiventris,Monticola_rufiventris,0,0,113.15,3.5,5,2,381.67,30.89,1,5,0,2,0
Monticola_solitarius,Monticola_solitarius,0,0,107.5,2.5,5,6,871.12,30.91,1,5,0,2,0
Myophonus_insularis,Myophonus_insularis,0,0,195.15,3.5,5,1,3.61,30.21,1,5,0,2,0
Myophonus_caeruleus,Myophonus_caeruleus,0,0,305.5,2,5,1,779.68,31.76,1,3,0,2,0
Geokichla_citrina,Zoothera_citrina,0,0,198.15,3.5,1,1,160.15,19.82,1,3,0,2,0
Geokichla_sibirica,Zoothera_sibirica,0,0,113.75,2.5,1,3,600.05,19.23,1,3,0,2,0
Zoothera_mollissima,Zoothera_mollissima,0,0,138,2,5,3,107.81,31.15,1,3,0,2,0
Zoothera_dixoni,Zoothera_dixoni,0,0,126.75,3,1,3,195.11,30.81,1,3,0,2,0
Zoothera_dauma,Zoothera_dauma,0,0,182.5,2.5,5,5,961.58,30.81,1,5,0,2,0
Zoothera_marginata,Zoothera_marginata,0,0,120,3.5,5,1,39,30.38,1,3,0,2,0
Turdus_hortulorum,Turdus_hortulorum,0,0,115,2,1,5,766.05,19.27,1,3,0,1,0
Turdus_dissimilis,Turdus_dissimilis,1,0,111,3.5,1,1,80.19,19.19,1,3,0,2,0
Turdus_cardis,Turdus_cardis,0,0,113.15,2,1,2,155.56,18.06,1,3,0,2,1
Turdus_albocinctus,Turdus_albocinctus,0,0,153.5,3.5,1,6,153.19,31.8,1,3,0,2,0
Turdus_boulboul,Turdus_boulboul,0,0,177.5,3.5,1,5,192.82,30.83,1,3,1,2,0
Turdus_merula,Turdus_merula,0,0,158,5.5,1,3,873.91,31.28,1,1,0,1,1
