iucn_2021_binomial,Species,China_Red_List,IUCN_Red_List,Body_size_mm,Clutch_size_n,Trophic_level,Habitat_specificity,Geographic_range_size_km2,Dispersal_ratio_dp,Nest_type,Nest_site,Flocking_tendency,Migrant_status,Hunting_vulnerability
Turdus_poliocephalus,Turdus_poliocephalus,0,0,116.15,1.5,1,1,3.61,16.08,1,3,0,2,0
Turdus_rubrocanus,Turdus_rubrocanus,0,0,161.15,3.5,1,3,392.53,19.8,1,3,0,2,0
Turdus_kessleri,Turdus_kessleri,0,0,161,2.5,5,3,311.86,31.88,1,5,0,2,0
Turdus_feae,Turdus_feae,1,1,115.75,2,1,1,170.19,31.1,1,3,0,1,0
Turdus_obscurus,Turdus_obscurus,0,0,117.75,5.5,1,7,821.36,19.63,1,3,0,2,0
Turdus_pallidus,Turdus_pallidus,0,0,111.15,5,5,5,961.58,19.13,1,3,0,2,0
Turdus_chrysolaus,Turdus_chrysolaus,0,0,110,3.5,1,1,92.85,19.33,1,3,0,1,0
Turdus_ruficollis,Turdus_ruficollis,0,0,137.5,2.5,1,2,688.61,30.55,1,3,0,2,0
Turdus_naumanni,Turdus_naumanni,0,0,120,2,1,1,838.81,30.65,1,1,0,1,0
Turdus_pilaris,Turdus_pilaris,0,0,180,5.5,5,5,399.32,30.83,1,1,0,0,0
Turdus_iliacus,Turdus_iliacus,0,0,116.5,5.5,1,1,166,18.7,1,1,0,1,0
Turdus_philomelos,Turdus_philomelos,0,0,131.5,5.5,1,3,166,18.51,1,3,0,2,0
Otocichla_mupinensis,Turdus_mupinensis,0,0,119.5,2,5,1,277.56,18.93,1,3,0,2,0
Turdus_viscivorus,Turdus_viscivorus,0,0,181.15,2.5,1,1,166,31.66,1,1,0,2,0
Cyornis_brunneatus,Rhinomyias_brunneatus,1,1,158,1,5,1,199.18,31.39,1,3,0,1,0
Muscicapa_striata,Muscicapa_striata,0,0,157.5,2.5,5,3,166,32.37,1,3,0,0,0
Muscicapa_griseisticta,Muscicapa_griseisticta,0,0,130,2.5,5,5,209.22,31.28,1,1,0,0,0
Muscicapa_sibirica,Muscicapa_sibirica,0,0,130.75,2.5,5,2,670.08,31.86,1,1,0,0,0
Muscicapa_dauurica,Muscicapa_dauurica,0,0,110.5,5,5,9,807.87,30.68,1,1,0,1,1
Muscicapa_muttui,Muscicapa_muttui,0,0,119.75,2,5,2,191.85,30.72,0,1,0,2,0
Muscicapa_ferruginea,Muscicapa_ferruginea,0,0,116,3,5,3,335.67,30.68,1,1,0,1,0
Ficedula_zanthopygia,Ficedula_zanthopygia,0,0,111.15,5.5,5,5,669.71,30.36,0,1,1,0,0
Ficedula_narcissina,Ficedula_narcissina,0,0,117.15,2,5,1,115.15,30.11,0,1,1,0,0
Ficedula_mugimaki,Ficedula_mugimaki,0,0,111,6,5,3,520.01,19.81,1,1,1,0,0
Ficedula_erithacus,Ficedula_hodgsonii,0,0,112.5,5,5,6,358.87,31.76,1,5,1,0,0
Ficedula_strophiata,Ficedula_strophiata,0,0,119,3.5,5,6,355.17,30.5,0,1,1,0,0
Ficedula_albicilla,Ficedula_albicilla,0,0,119,5.5,5,8,821.36,30.71,0,1,1,0,0
Ficedula_hyperythra,Ficedula_hyperythra,0,0,102.5,2.5,5,7,132.52,17.72,1,1,1,0,0
Anthipes_monileger,Ficedula_monileger,0,0,115,2,5,1,39,19.36,1,3,1,0,0
Ficedula_westermanni,Ficedula_westermanni,0,0,103.15,3.5,5,2,100.51,19.13,1,5,0,0,0
Ficedula_superciliaris,Ficedula_superciliaris,0,0,106.75,2,5,1,107.81,30.5,0,1,1,0,0
Ficedula_tricolor,Ficedula_tricolor,0,0,112.15,2,5,3,306.17,18.61,1,5,2,0,0
Ficedula_sapphira,Ficedula_sapphira,0,0,108.5,2,5,1,108.18,19.01,0,5,1,0,0
Cyanoptila_cyanomelana,Cyanoptila_cyanomelana,0,0,152.5,5,5,8,558.06,31.06,1,1,1,0,0
Eumyias_thalassinus,Eumyias_thalassinus,0,0,128,2,5,9,395.28,31.23,0,5,1,0,0
Niltava_grandis,Niltava_grandis,0,0,108.75,2,5,3,102.59,30.99,0,5,1,0,0
Niltava_macgrigoriae,Niltava_macgrigoriae,0,0,113.15,2,5,1,158.11,18.56,0,5,0,0,0
Niltava_davidi,Niltava_davidi,0,0,163.15,2,5,2,108.21,30.8,0,5,1,0,0
Niltava_sundara,Niltava_sundara,0,0,153.15,2,5,6,336.19,30.11,0,5,1,0,0
Niltava_vivida,Niltava_vivida,0,0,166.75,2,5,5,111.22,30.16,0,5,1,0,0
Cyornis_concretus,Cyornis_concretus,0,0,161.5,1,5,1,39,18.98,0,5,0,0,0
Cyornis_hainanus,Cyornis_hainanus,0,0,120.5,3.7,5,1,82.19,19.19,0,5,1,0,1
Cyornis_poliogenys,Cyornis_poliogenys,0,0,120,2,5,3,39,31.11,0,5,0,0,0
Cyornis_unicolor,Cyornis_unicolor,0,0,166.75,2,5,2,186.23,18.28,0,5,0,0,0
Cyornis_rubeculoides,Cyornis_rubeculoides,0,0,138.15,2,5,9,196.51,19.75,1,1,1,0,0
Cyornis_banyumas,Cyornis_banyumas,0,0,121.15,2.5,5,1,150.07,17.89,1,3,1,0,0
Ficedula_hodgsoni,Muscicapella_hodgsoni,0,0,105,3.7,5,1,159.11,13.08,1,3,1,0,0
Culicicapa_ceylonensis,Culicicapa_ceylonensis,0,0,117,3,5,3,215.91,19.11,1,1,1,0,0
Chelidorhynx_hypoxanthus,Rhipidura_hypoxantha,0,0,108.75,1,5,1,107.81,30.21,1,3,1,0,0
Rhipidura_albicollis,Rhipidura_albicollis,0,0,178.15,3,5,1,170.61,32.33,1,3,0,0,1
Rhipidura_aureola,Rhipidura_aureola,0,0,170,3,5,1,39,39.9,1,3,1,0,0
Hypothymis_azurea,Hypothymis_azurea,0,0,150,2,5,3,166.53,31.81,1,3,1,0,1
Terpsiphone_atrocaudata,Terpsiphone_atrocaudata,1,1,317,3.5,5,1,110.03,31.23,1,1,1,0,0
Terpsiphone_paradisi,Terpsiphone_paradisi,1,0,160.5,3,5,6,288.39,31.95,1,1,1,0,0
Garrulax_perspicillatus,Garrulax_perspicillatus,0,0,192.75,2,1,6,310.86,12.77,1,3,1,0,0
Garrulax_albogularis,Garrulax_albogularis,0,0,179,3.5,1,1,191.27,16.56,1,3,1,0,0
Garrulax_leucolophus,Garrulax_leucolophus,0,0,185,2,1,2,159.11,15.56,1,3,0,0,0
Garrulax_monileger,Garrulax_monileger,0,0,180,2,1,1,168.19,18.66,1,3,0,0,1
Garrulax_pectoralis,Garrulax_pectoralis,0,0,197.5,2,1,2,317.19,15.11,1,3,1,0,1
Grammatoptila_striata,Garrulax_striatus,0,0,308.75,1,1,2,176.82,16.59,1,3,0,0,0
Garrulax_strepitans,Garrulax_strepitans,0,0,300,3.2,1,1,39,17.03,1,3,0,0,0
Garrulax_maesi,Garrulax_maesi,0,0,185.5,3.2,1,2,170.61,16.82,1,3,0,0,1
Garrulax_ruficollis,Garrulax_ruficollis,0,0,130,2,1,3,39,11.71,1,3,0,0,0
Garrulax_chinensis,Garrulax_chinensis,0,0,157.15,2,1,1,92.73,12.76,1,3,0,0,2
Garrulax_courtoisi,Garrulax_courtoisi,2,2,120,3.2,1,1,55.69,11.91,1,3,0,0,0
Garrulax_gularis,Garrulax_gularis,1,0,130,3,1,1,39,11.15,1,3,0,0,0
Garrulax_davidi,Garrulax_davidi,0,0,125,2,1,3,393.85,11.02,1,5,0,0,0
Garrulax_sukatschewi,Garrulax_sukatschewi,1,1,182.15,3,1,1,93.97,11.3,1,3,0,0,0
Garrulax_cineraceus,Garrulax_cineraceus,0,0,130.5,3,1,6,223.97,13.31,1,3,0,0,0
Garrulax_rufogularis,Garrulax_rufogularis,0,0,131.75,3.5,1,1,110.11,12.95,1,3,0,0,0
Garrulax_ocellatus,Garrulax_ocellatus,1,0,316.75,1,1,7,197.62,15.19,1,3,0,0,0
Garrulax_lunulatus,Garrulax_lunulatus,0,0,158,1.7,1,1,121.38,11.68,1,3,0,0,0
Garrulax_bieti,Garrulax_bieti,1,1,158,3.2,1,1,87.6,13.81,1,3,0,0,0
Garrulax_maximus,Garrulax_maximus,0,0,335.75,3.2,1,6,331.1,15.12,1,3,0,0,0
Garrulax_caerulatus,Garrulax_caerulatus,0,0,163,1.5,1,1,159.11,12.16,1,3,0,0,0
Garrulax_poecilorhynchus,Garrulax_poecilorhynchus,0,0,161.15,2,1,1,118.88,15.83,1,3,0,0,0
Garrulax_merulinus,Garrulax_merulinus,0,0,116.75,1.5,1,1,39,11.23,1,3,0,0,0
Garrulax_canorus,Garrulax_canorus,1,0,113.5,2,1,1,323.27,13.05,1,3,0,0,2
Garrulax_taewanus,Garrulax_taewanus,1,1,115,2,1,1,3.61,10.98,1,3,0,0,0
Garrulax_sannio,Garrulax_sannio,0,0,112.15,2,1,9,236.61,13.25,1,3,1,0,1
Trochalopteron_lineatum,Garrulax_lineatus,0,0,189,3,1,1,110.11,10.23,1,3,1,1,0
Trochalopteron_subunicolor,Garrulax_subunicolor,0,0,133.75,3.5,1,5,159.11,11.1,1,3,2,0,0
Trochalopteron_squamatum,Garrulax_squamatus,0,0,112.75,1.5,1,1,39,11.59,1,3,1,0,0
Trochalopteron_elliotii,Garrulax_elliotii,0,0,127.5,1.5,1,6,215.71,12.6,1,3,0,0,0
Trochalopteron_variegatum,Garrulax_variegatus,0,0,120.5,3,1,1,110.11,13.31,1,3,0,0,0
Trochalopteron_henrici,Garrulax_henrici,0,0,157.5,1,1,1,110.11,12.87,1,3,1,0,0
Trochalopteron_affine,Garrulax_affinis,0,0,155.5,1.5,1,6,161.23,12.19,1,3,1,0,0
Trochalopteron_morrisonianus,Garrulax_morrisonianus,0,0,165,1,1,1,3.61,13.61,1,3,1,0,0
Trochalopteron_erythrocephalum,Garrulax_erythrocephalus,0,0,166,1.5,1,1,159.11,11.66,1,3,1,0,0
Trochalopteron_formosum,Garrulax_formosus,0,0,153,1.7,1,1,87.6,13.36,1,3,1,0,0
Trochalopteron_milnei,Garrulax_milnei,0,0,126.5,1,1,1,118.9,11.92,1,3,0,0,0
Liocichla_omeiensis,Liocichla_omeiensis,1,1,178,3,1,1,87.6,13.21,1,3,0,0,2
Liocichla_bugunorum,Liocichla_bugunorum,1,2,195,1.7,1,1,110.11,13.39,1,3,1,0,2
Liocichla_steerii,Liocichla_steerii,0,0,182.5,1.5,5,1,3.61,11.89,1,3,1,0,0
Liocichla_phoenicea,Liocichla_phoenicea,1,0,113,1.5,1,1,39,13.5,1,3,0,0,2
Trichastoma_tickelli,Trichastoma_tickelli,1,0,132,3.5,5,1,39,11.99,1,3,0,0,0
Pellorneum_albiventre,Pellorneum_albiventre,0,0,150,3.5,5,1,61.67,10.61,1,3,0,0,0
Pellorneum_ruficeps,Pellorneum_ruficeps,0,0,159.5,3,5,3,39,11.36,1,3,1,0,0
Erythrogenys_hypoleucos,Pomatorhinus_hypoleucos,0,0,160,1.5,5,1,66.11,11.13,1,3,1,0,1
Erythrogenys_erythrocnemis,Pomatorhinus_erythrocnemis,0,0,132.15,3.5,1,3,269.07,11.83,1,3,1,0,0
Pomatorhinus_ruficollis,Pomatorhinus_ruficollis,0,0,169.5,2,1,6,255.23,12.73,1,3,1,0,1
Pomatorhinus_ochraceiceps,Pomatorhinus_ochraceiceps,0,0,115,3.5,1,1,39,15.88,1,3,0,0,0
Pomatorhinus_superciliaris,Xiphirhynchus_superciliaris,1,0,117.5,2,1,1,39,15.28,1,5,1,0,0
Rimator_malacoptilus,Rimator_malacoptilus,0,0,117.75,3.5,5,3,39,10.52,1,5,1,0,0
Turdinus_crispifrons,Gypsophila_crispifrons,0,0,181.75,3.5,1,3,39,11.18,1,5,1,0,0
Turdinus__brevicaudata,Napothera_brevicaudata,0,0,120.5,3.5,1,2,61.67,11.3,1,5,1,0,0
Napothera_epilepidota,Napothera_epilepidota,0,0,105,3.5,5,3,186.23,10.52,1,5,0,0,0
Pnoepyga_albiventer,Pnoepyga_albiventer,0,0,92.75,2,1,3,111.22,11.1,1,3,1,0,0
Pnoepyga_pusilla,Pnoepyga_pusilla,0,0,82.5,3,1,3,388.13,10.39,1,5,1,0,0
Spelaeornis_caudatus,Spelaeornis_caudatus,1,1,90,3.3,5,1,110.11,19.56,1,5,1,0,0
Spelaeornis_troglodytoides,Spelaeornis_troglodytoides,0,0,105,3.3,5,3,339.2,11.01,1,5,0,0,0
Elachura_formosa,Spelaeornis_formosus,1,0,98,3.5,5,1,61.95,13.31,1,5,0,0,0
Spelaeornis_reptatus,Spelaeornis_chocolatinus,1,1,111.5,3,5,1,87.6,11.58,1,5,1,0,0
Stachyris_humei,Sphenocichla_humei,1,1,179,3.3,5,1,39,11.71,1,5,0,0,0
Cyanoderma_pyrrhops,Stachyris_pyrrhops,0,0,100,3.3,5,1,110.11,13.9,1,3,1,0,0
Stachyris_nonggangensis,Stachyris_nonggangensis,3,1,180,3.3,5,1,13.67,11.13,1,3,1,0,0
Cyanoderma_ambiguum,Stachyris_ambigua,0,0,112.15,2,5,1,61.67,13.22,1,3,1,0,0
Cyanoderma_ruficeps,Stachyris_ruficeps,0,0,107.15,2.5,5,6,392.87,12.11,1,3,0,0,1
Cyanoderma_chrysaeum,Stachyris_chrysaea,0,0,105.75,2,5,1,159.11,12.38,1,3,1,1,0
Stachyris_nigriceps,Stachyris_nigriceps,0,0,113,2,5,2,181.89,11.71,1,3,0,0,0
Stachyris_strialata,Stachyris_strialata,0,0,151,2.1,5,1,66.11,11.12,1,3,0,0,0
Mixornis_gularis,Macronous_gularis,0,0,118.75,3.5,5,2,61.67,16.39,1,3,1,0,0
Timalia_pileata,Timalia_pileata,0,0,166.75,2,5,2,98.16,11.31,1,3,1,0,0
Chrysomma_sinense,Chrysomma_sinense,0,0,181,2,5,1,98.16,13.39,1,3,0,0,0
Moupinia_poecilotis,Chrysomma_poecilotis,0,0,138,3,5,1,87.6,11.01,1,3,1,0,0
Garrulax_lanceolatus,Babax_lanceolatus,0,0,151.75,3.5,1,1,393.22,11.52,1,3,1,0,0
Garrulax_waddelli,Babax_waddelli,1,1,315,3,1,1,110.11,12.16,1,3,1,0,0
Garrulax_koslowi,Babax_koslowi,1,1,187,3.3,1,2,189.89,13.81,1,3,1,1,0
Leiothrix_argentauris,Leiothrix_argentauris,1,0,161.5,2,1,1,100.51,15.31,1,3,1,0,2
Leiothrix_lutea,Leiothrix_lutea,0,0,120.15,3.5,1,1,250.21,13.73,1,3,1,0,2
Cutia_nipalensis,Cutia_nipalensis,0,0,176.75,3,1,1,116.21,12.28,1,3,1,0,0
Pteruthius_aeralatus,Pteruthius_flaviscapis,0,0,163.15,1.5,1,1,311.16,12.8,1,1,1,0,0
Pteruthius_xanthochlorus,Pteruthius_xanthochlorus,1,0,116.75,3.5,1,1,311.65,12.7,1,1,1,0,0
Gampsorhynchus_rufulus,Gampsorhynchus_rufulus,0,0,130.75,3,1,1,39,16.67,1,3,1,0,0
Actinodura_egertoni,Actinodura_egertoni,0,0,116,1.5,1,1,159.11,15.58,1,3,2,0,0
Actinodura_radcliffei,Actinodura_ramsayi,0,0,111.15,1.5,1,1,80.19,12.59,1,3,0,0,0
Actinodura_nipalensis,Actinodura_nipalensis,0,0,108,1.5,1,1,110.11,15.85,1,3,0,0,0
Actinodura_waldeni,Actinodura_waldeni,0,0,109.5,1.5,1,2,159.11,12.83,1,3,1,2,0
Sibia_souliei,Actinodura_souliei,0,0,113.75,1.5,1,1,87.6,12.18,1,3,1,0,0
Sibia_morrisoniana,Actinodura_morrisoniana,0,0,179.5,1.5,1,1,3.61,16.39,1,3,1,0,0
Siva_cyanouroptera,Minla_cyanouroptera,0,0,128.15,3.5,1,1,181.07,13.1,1,3,1,0,0
Chrysominla_strigula,Minla_strigula,0,0,156.5,3,1,1,107.81,12.97,1,3,0,0,0
Minla_ignotincta,Minla_ignotincta,0,0,131.15,1.5,1,2,178.53,15.66,1,3,1,0,0
Lioparus_chrysotis,Alcippe_chrysotis,0,0,103.75,3,5,2,133.99,12.99,1,3,1,0,0
Schoeniparus_variegaticeps,Alcippe_variegaticeps,1,1,100.75,3.5,5,1,71.17,16.32,1,3,1,0,0
Schoeniparus_cinereus,Alcippe_cinerea,0,0,108.75,3,1,2,159.11,12.57,1,3,0,0,0
Schoeniparus_castaneceps,Alcippe_castaneceps,0,0,105,3.5,5,3,102.59,12.93,1,3,2,0,0
Fulvetta_vinipectus,Alcippe_vinipectus,0,0,112.5,1.5,1,2,107.81,16.12,1,3,1,0,0
Fulvetta_striaticollis,Alcippe_striaticollis,0,0,131.15,3.5,1,1,311.86,15.66,1,3,1,0,0
Fulvetta_ruficapilla,Alcippe_ruficapilla,0,0,111,2,1,2,179.21,15.63,1,3,0,0,0
Fulvetta_cinereiceps,Alcippe_cinereiceps,0,0,115,5,1,6,319.28,15.22,1,3,1,0,0
Fulvetta_ludlowi,Alcippe_ludlowi,0,0,115,3.5,1,1,110.11,15.22,1,3,1,0,0
Schoeniparus_rufogularis,Alcippe_rufogularis,0,0,116,3.5,1,1,39,12.51,1,5,1,0,0
Schoeniparus_dubius,Alcippe_dubia,0,0,136,2,1,1,158.31,11.82,1,5,1,0,0
Schoeniparus_brunneus,Alcippe_brunnea,0,0,120.5,1.5,5,2,310.01,11.72,1,3,1,1,0
Alcippe_poioicephala,Alcippe_poioicephala,0,0,158.15,1.5,1,3,39,15.61,1,3,0,0,0
Alcippe_morrisonia,Alcippe_morrisonia,0,0,131.75,2,1,2,310.01,12.6,1,3,0,0,1
Alcippe_nipalensis,Alcippe_nipalensis,0,0,115,2,1,1,159.11,12.67,1,3,0,0,0
Leioptila_annectens,Heterophasia_annectens,0,0,181.15,3,1,1,39,15.12,1,3,0,0,0
Heterophasia_capistrata,Heterophasia_capistrata,0,0,103.75,1.5,1,1,110.11,17.53,1,1,0,0,0
Heterophasia_gracilis,Heterophasia_gracilis,0,0,115.75,3,1,1,39,16.2,1,1,1,0,0
Heterophasia_melanoleuca,Heterophasia_melanoleuca,0,0,119,1.5,1,1,150.07,17.39,1,1,0,0,0
Heterophasia_auricularis,Heterophasia_auricularis,0,0,116.5,1.8,1,1,3.61,19.16,1,1,0,0,0
Heterophasia_pulchella,Heterophasia_pulchella,0,0,116.75,1.8,1,1,159.11,17.08,1,1,1,1,0
Heterophasia_picaoides,Heterophasia_picaoides,0,0,191.5,1.8,1,1,39,31.65,1,1,0,0,0
Yuhina_castaniceps,Yuhina_castaniceps,0,0,118.5,3.5,1,1,168.11,15.15,1,1,0,0,0
Yuhina_bakeri,Yuhina_bakeri,0,0,118.5,3.5,1,1,159.11,12.5,1,3,0,0,0
Yuhina_flavicollis,Yuhina_flavicollis,0,0,117.75,3.5,1,1,159.11,15.18,1,5,0,2,0
Yuhina_gularis,Yuhina_gularis,0,0,125.15,3.6,1,3,118.2,15,1,3,0,2,0
Yuhina_diademata,Yuhina_diademata,0,0,165,3,1,6,198,17.11,1,3,0,0,0
Yuhina_occipitalis,Yuhina_occipitalis,0,0,117,3.6,1,1,107.81,16.9,1,3,0,2,0
Yuhina_brunneiceps,Yuhina_brunneiceps,0,0,110.75,6,1,1,3.61,16.28,1,3,0,0,0
Yuhina_nigrimenta,Yuhina_nigrimenta,0,0,113.75,3.5,1,6,320.65,15.7,1,1,0,0,0
Erpornis_zantholeuca,Erpornis_zantholeuca,0,0,112.5,1.5,1,1,132.51,19.12,1,3,0,1,1
Myzornis_pyrrhoura,Myzornis_pyrrhoura,1,0,110.75,3.6,1,1,107.81,15.63,1,3,1,0,0
Panurus_biarmicus,Panurus_biarmicus,0,0,161.5,5.5,1,8,289.12,15.61,1,3,0,0,1
Conostoma_aemodium,Conostoma_aemodium,0,0,171.5,1.5,1,6,181.01,15.91,1,3,0,0,0
Cholornis_unicolor,Paradoxornis_unicolor,0,0,102,3.3,1,2,116.06,16.3,1,3,0,1,0
Psittiparus_gularis,Paradoxornis_gularis,0,0,171.5,3,1,1,161.32,16.23,1,3,0,0,1
Cholornis_paradoxus,Paradoxornis_paradoxus,1,0,191.5,3.3,1,1,111.79,18.12,1,3,0,2,0
Paradoxornis_guttaticollis,Paradoxornis_guttaticollis,0,0,191,1.5,1,2,138.55,16.67,1,3,0,0,0
Sinosuthora_conspicillata,Paradoxornis_conspicillatus,1,0,116.5,3.3,1,6,117.69,15.82,1,3,0,0,0
Sinosuthora_webbiana,Paradoxornis_webbianus,0,0,112.15,2.5,1,3,261.21,11.28,1,3,0,0,1
Sinosuthora_alphonsiana,Paradoxornis_alphonsianus,0,0,117.5,3.3,1,5,105.11,13.18,1,3,0,2,0
Sinosuthora_brunnea,Paradoxornis_brunneus,0,0,117.75,3,1,1,87.6,13.37,1,3,0,0,0
Sinosuthora_zappeyi,Paradoxornis_zappeyi,1,1,112.5,3.3,1,1,66.11,15.71,1,3,0,2,0
Sinosuthora_przewalskii,Paradoxornis_przewalskii,3,1,137.5,1,5,1,93.97,16.11,1,3,0,2,0
Suthora_fulvifrons,Paradoxornis_fulvifrons,0,0,112.75,3.3,1,6,118.2,17.59,1,3,0,2,0
Suthora_verreauxi,Paradoxornis_verreauxi,1,0,99.15,3.3,1,1,128.16,15.87,1,3,0,2,0
Neosuthora_davidiana,Paradoxornis_davidianus,1,0,95.5,3.3,1,3,33.58,15.05,1,3,0,2,0
Chleuasicus_atrosuperciliaris,Paradoxornis_atrosuperciliaris,0,0,127.5,3.3,1,1,39,10.7,1,3,0,2,0
Psittiparus_bakeri,Paradoxornis_bakeri,0,0,166.5,3,1,1,159.11,16.11,1,3,0,2,0
Paradoxornis_heudei,Paradoxornis_heudei,1,1,161,5,5,3,189.7,11.58,1,3,0,2,0
Cisticola_juncidis,Cisticola_juncidis,0,0,101.5,2.5,1,5,215.71,13.89,1,3,0,2,0
Cisticola_exilis,Cisticola_exilis,0,0,102.5,2.5,5,5,113.16,13.32,1,5,0,2,0
Rhopophilus_pekinensis,Rhopophilus_pekinensis,0,0,178.5,2.5,1,1,519.99,13.98,1,3,0,2,0
Prinia_crinigera,Prinia_crinigera,0,0,127.5,5,5,9,262.3,10.86,1,3,0,2,0
Prinia_polychroa,Prinia_polychroa,0,0,136.75,2,5,1,39,11.86,1,3,0,2,0
Prinia_atrogularis,Prinia_atrogularis,0,0,157.75,2,5,2,179.28,11.53,1,3,0,2,0
Prinia_rufescens,Prinia_rufescens,0,0,110,2,5,3,100.87,11.01,1,3,0,0,0
Prinia_hodgsonii,Prinia_hodgsonii,0,0,108,3.5,5,6,129.11,12.08,1,3,0,2,0
Prinia_flaviventris,Prinia_flaviventris,0,0,117.75,2.5,1,3,118.28,11.16,1,3,0,2,0
Prinia_inornata,Prinia_inornata,0,0,131,5,5,1,180.87,11.19,1,3,0,0,0
Cettia_castaneocoronata,Tesia_castaneocoronata,0,0,87.75,1.5,1,2,129.11,15.38,1,1,0,2,0
Tesia_olivea,Tesia_olivea,0,0,90.5,1,1,1,105.11,15,1,3,1,0,0
Tesia_cyaniventer,Tesia_cyaniventer,0,0,90.75,3.5,1,5,181.89,13.22,1,3,0,0,0
Urosphena_squameiceps,Urosphena_squameiceps,0,0,91.15,6,5,2,317.82,12.39,1,3,0,0,0
Horornis_canturians,Cettia_canturians,0,0,165,2.1,5,2,362.91,18.61,1,3,1,1,0
Hemitesia_pallidipes,Cettia_pallidipes,0,0,118,3.5,5,1,39,12.01,1,3,1,0,0
Horornis_diphone,Cettia_diphone,0,0,160.75,2.5,5,8,158.22,13.11,1,3,0,2,0
Horornis_fortipes,Cettia_fortipes,0,0,112,2,5,8,263.17,12.17,1,3,0,2,0
Cettia_major,Cettia_major,0,0,117.5,2.1,5,1,107.81,17.08,1,3,0,2,0
Horornis_flavolivaceus,Cettia_flavolivacea,0,0,110.15,3.5,5,6,122.07,13.91,1,3,0,2,0
Horornis_acanthizoides,Cettia_acanthizoides,0,0,108.75,2,5,6,360.17,17.87,1,3,0,2,0
Cettia_brunnifrons,Cettia_brunnifrons,0,0,106,2,5,2,107.81,11.31,1,3,1,2,0
Cettia_cetti,Cettia_cetti,0,0,135,2,5,1,166,18.21,1,3,1,2,0
Locustella_thoracica,Bradypterus_thoracicus,0,0,116.75,2.5,5,10,611.12,12.09,1,3,0,2,0
Locustella_major,Bradypterus_major,1,1,135,3,5,3,186.11,15.73,1,3,0,2,0
Locustella_tacsanowskia,Bradypterus_tacsanowskius,0,0,111.5,5,5,6,270.11,15.82,1,5,0,2,0
Locustella_mandelli,Bradypterus_mandelli,0,0,130,1,5,2,187.03,11.97,1,5,0,0,0
Locustella_alishanensis,Bradypterus_alishanensis,0,0,130,3.7,5,1,3.61,12.99,1,3,0,2,0
Locustella_luteoventris,Bradypterus_luteoventris,0,0,118.15,2,5,6,276.39,11.83,1,3,0,2,0
Locustella_lanceolata,Locustella_lanceolata,1,0,130,2,5,7,555.21,13.81,1,5,0,2,0
Locustella_naevia,Locustella_naevia,0,0,132.75,5.5,5,5,166,13.03,1,5,1,2,0
Helopsaltes_certhiola,Locustella_certhiola,0,0,129,5,5,2,686.87,15.63,1,5,1,2,0
Helopsaltes_ochotensis,Locustella_ochotensis,0,0,129,5.5,5,6,118.05,15.7,1,5,1,1,0
Helopsaltes_pleskei,Locustella_pleskei,1,1,150,2,5,1,82.26,16.13,1,3,0,2,0
Locustella_luscinioides,Locustella_luscinioides,0,0,120,2.5,5,7,166,17.61,1,5,0,2,0
Helopsaltes_fasciolata,Locustella_fasciolata,0,0,172,2,5,6,171.18,16.08,1,3,0,2,0
Acrocephalus_schoenobaenus,Acrocephalus_schoenobaenus,0,0,137.5,5,5,8,166,18.96,1,3,0,2,0
Acrocephalus_sorghophilus,Acrocephalus_sorghophilus,3,3,119,2.8,5,1,121.89,16.93,1,3,1,2,0
Acrocephalus_bistrigiceps,Acrocephalus_bistrigiceps,0,0,111.5,5,5,2,221.11,12.63,1,3,0,2,0
Acrocephalus_agricola,Acrocephalus_agricola,0,0,117.15,2.5,5,7,166,12.37,1,3,0,2,0
Acrocephalus_tangorum,Acrocephalus_tangorum,1,1,117.15,2.8,5,1,137.2,12.37,1,3,0,2,0
Acrocephalus_concinens,Acrocephalus_concinens,0,0,113.5,3.5,5,3,212.11,15.12,1,3,0,2,0
Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,0,0,130,5.5,5,2,105,31.81,1,3,0,1,0
